Entry Number,File Name,SMILES,Ered,HOMO,Gsol,Absorption Wavelength
580,BTZ-Neutral-wb97xd-1580,CC(=O)N(c1c(C(F)(F)F)c(N(C)C)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.37773276,-8.2481673,-0.44123736,412.26
581,BTZ-Neutral-wb97xd-1581,CC(=O)N(c1c(C(F)(F)F)c(N(C)C)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.39922866,-8.2345623,-0.55649892,398.92
582,BTZ-Neutral-wb97xd-1582,CC(=O)N(c1c(C(F)(F)F)c(N(C)C)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.29343618,-8.0201475,-0.58550478,413.7
583,BTZ-Neutral-wb97xd-1583,CC(=O)N(c1c(C(F)(F)F)c(N(C)C)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,2.61367067,-8.4274812,-0.53176503,419.48
584,BTZ-Neutral-wb97xd-1584,CC(=O)N(c1c(C(F)(F)F)c(N(C)C)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.49288548,-8.0927982,-0.75505029,427.28
585,BTZ-Neutral-wb97xd-1585,CC(=O)N(c1c(C#N)c(C)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.31999314,-8.8707321,-0.64980201,339.83
586,BTZ-Neutral-wb97xd-1586,CC(=O)N(c1c(C#N)c(C)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.48140286,-9.4647264,-0.55309767,310.01
587,BTZ-Neutral-wb97xd-1587,CC(=O)N(c1c(C#N)c(C)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,2.83766339,-9.4660869,-0.70136496,323.38
588,BTZ-Neutral-wb97xd-1588,COc1c(C)c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.39435807,-8.3112945,-0.61404807,386.08
589,BTZ-Neutral-wb97xd-1589,CC(=O)N(c1c(C#N)c(C)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.51263994,-9.3256833,-0.5899128,318.84
590,BTZ-Neutral-wb97xd-1590,CSc1c(C)c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.37912047,-8.4511539,-0.55116576,369.04
591,BTZ-Neutral-wb97xd-1591,CC(=O)N(c1c(C#N)c(C)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.55555011,-9.4233672,-0.62343552,315.79
592,BTZ-Neutral-wb97xd-1592,CC(=O)N(c1c(C#N)c(C)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.52406814,-9.0334479,-0.59706903,334.95
593,BTZ-Neutral-wb97xd-1593,CC(=O)N(c1c(C#N)c(C)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.27289263,-7.5719988,-0.57230793,453.12
594,BTZ-Neutral-wb97xd-1594,CC(=O)N(c1c(C#N)c(C)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,2.83480634,-9.5675802,-0.6799779,327.88
595,BTZ-Neutral-wb97xd-1595,CC(=O)N(c1c(C#N)c(C)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.71293275,-9.2111292,-0.93300369,317.73
596,BTZ-Neutral-wb97xd-1596,CC(=O)N(c1c(C#N)c(C(F)(F)F)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.53519703,-9.3681309,-0.4840659,309.02
597,BTZ-Neutral-wb97xd-1597,CC(=O)N(c1c(C#N)c(C(F)(F)F)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.92147019,-9.8747811,-0.4633863,300.61
598,BTZ-Neutral-wb97xd-1598,CC(=O)N(c1c(C#N)c(C(F)(F)F)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,3.1032602,-9.7996815,-0.62934009,315.3
599,BTZ-Neutral-wb97xd-1599,COc1c(C(F)(F)F)c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.4790628,-8.832366,-0.53620026,343.23
600,BTZ-Neutral-wb97xd-1600,CC(=O)N(c1c(C#N)c(C(F)(F)F)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.8121132,-9.7224051,-0.53285343,302.96
601,BTZ-Neutral-wb97xd-1601,CSc1c(C(F)(F)F)c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.7481697,-8.7466545,-0.63587049,386.61
602,BTZ-Neutral-wb97xd-1602,CC(=O)N(c1c(C#N)c(C(F)(F)F)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.85330914,-9.8287962,-0.46022994,306.57
603,BTZ-Neutral-wb97xd-1603,CC(=O)N(c1c(C#N)c(C(F)(F)F)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.88332177,-9.5196906,-0.5499141,315.65
604,BTZ-Neutral-wb97xd-1604,CC(=O)N(c1c(C#N)c(C(F)(F)F)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.47517177,-8.0362014,-0.69643995,411.19
605,BTZ-Neutral-wb97xd-1605,CC(=O)N(c1c(C#N)c(C(F)(F)F)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,2.99809355,-10.0170894,-0.50107215,307.27
606,BTZ-Neutral-wb97xd-1606,CC(=O)N(c1c(C#N)c(C(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.93012297,-9.254121,-0.87765855,324.73
607,BTZ-Neutral-wb97xd-1607,CC(=O)N(c1c(C#N)c(C#N)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.62942526,-9.3830964,-0.70463016,315.95
608,BTZ-Neutral-wb97xd-1608,CC(=O)N(c1c(C#N)c(C#N)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.96729183,-9.8992701,-0.57704247,306.22
609,BTZ-Neutral-wb97xd-1609,CC(=O)N(c1c(C#N)c(C#N)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,3.16908119,-9.9281127,-0.61791189,319.02
610,BTZ-Neutral-wb97xd-1610,COc1c(C#N)c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.51054477,-8.8671948,-0.64278183,346.8
611,BTZ-Neutral-wb97xd-1611,CC(=O)N(c1c(C#N)c(C#N)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.98884215,-9.6723387,-0.62819727,313.4
612,BTZ-Neutral-wb97xd-1612,CSc1c(C#N)c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.71638842,-8.6405355,-0.6192996,384.73
613,BTZ-Neutral-wb97xd-1613,CC(=O)N(c1c(C#N)c(C#N)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.94506126,-9.8233542,-0.53015964,312.24
614,BTZ-Neutral-wb97xd-1614,CC(=O)N(c1c(C#N)c(C#N)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.89940288,-9.5292141,-0.66084927,323.25
615,BTZ-Neutral-wb97xd-1615,CC(=O)N(c1c(C#N)c(C#N)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.35136627,-7.9978353,-0.71320131,407.22
616,BTZ-Neutral-wb97xd-1616,CC(=O)N(c1c(C#N)c(C#N)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,3.37772747,-10.0747746,-0.62071452,327.04
617,BTZ-Neutral-wb97xd-1617,CC(=O)N(c1c(C#N)c(C#N)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,3.00124991,-9.5156091,-0.90486855,309.38
618,BTZ-Neutral-wb97xd-1618,COc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C,2.37479408,-8.9569878,-0.65788338,340.24
619,BTZ-Neutral-wb97xd-1619,COc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C(F)(F)F,2.69785841,-9.5708454,-0.62495928,311.76
620,BTZ-Neutral-wb97xd-1620,COc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C#N,2.88016541,-9.5093508,-0.70843956,327.24
621,BTZ-Neutral-wb97xd-1621,COc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1OC,2.4309011,-8.3608167,-0.65532564,386.68
622,BTZ-Neutral-wb97xd-1622,COc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1OC(F)(F)F,2.68474319,-9.3648657,-0.56177766,324.89
623,BTZ-Neutral-wb97xd-1623,COc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1SC,2.48031446,-8.2876218,-0.63627864,392.79
624,BTZ-Neutral-wb97xd-1624,COc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1SC(F)(F)F,2.72770778,-9.4707126,-0.61244268,321.05
625,BTZ-Neutral-wb97xd-1625,COc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1Br,2.54912855,-9.0677325,-0.50724882,334.03
626,BTZ-Neutral-wb97xd-1626,COc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1N(C)C,2.14005341,-7.5023412,-0.62591163,466.51
627,BTZ-Neutral-wb97xd-1627,COc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1[N+](=O)[O-],2.84049323,-9.5871714,-0.66955647,332.58
628,BTZ-Neutral-wb97xd-1628,COc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1S(=O)(=O)N(C)C,2.74308143,-9.1314039,-0.8527614,319.43
629,BTZ-Neutral-wb97xd-1629,CC(=O)N(c1c(C#N)c(OC(F)(F)F)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.45528126,-9.3428256,-0.47274654,316.09
630,BTZ-Neutral-wb97xd-1630,CC(=O)N(c1c(C#N)c(OC(F)(F)F)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.7966035,-9.8603598,-0.42352365,299.36
631,BTZ-Neutral-wb97xd-1631,CC(=O)N(c1c(C#N)c(OC(F)(F)F)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,3.06007793,-9.7468941,-0.57962742,317.6
632,BTZ-Neutral-wb97xd-1632,COc1c(OC(F)(F)F)c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.5487204,-8.7273354,-0.59538201,360.54
633,BTZ-Neutral-wb97xd-1633,CC(=O)N(c1c(C#N)c(OC(F)(F)F)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.8189157,-9.68676,-0.50782023,308.97
634,BTZ-Neutral-wb97xd-1634,CSc1c(OC(F)(F)F)c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.63503052,-8.7093768,-0.6024294,375.95
635,BTZ-Neutral-wb97xd-1635,CC(=O)N(c1c(C#N)c(OC(F)(F)F)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.84212583,-9.7134258,-0.52479927,309.51
636,BTZ-Neutral-wb97xd-1636,CC(=O)N(c1c(C#N)c(OC(F)(F)F)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.71192598,-9.4247277,-0.41941494,318.77
637,BTZ-Neutral-wb97xd-1637,CC(=O)N(c1c(C#N)c(OC(F)(F)F)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.33392466,-7.8489966,-0.5433837,433.89
638,BTZ-Neutral-wb97xd-1638,CC(=O)N(c1c(C#N)c(OC(F)(F)F)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,3.08116568,-9.8941002,-0.61573509,322.98
639,BTZ-Neutral-wb97xd-1639,CC(=O)N(c1c(C#N)c(OC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.91200111,-9.1988847,-0.7912668,320.23
640,BTZ-Neutral-wb97xd-1640,CSc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C,2.38780046,-8.7148188,-0.48512709,332.07
641,BTZ-Neutral-wb97xd-1641,CSc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C(F)(F)F,2.77094447,-8.9795721,-0.62204781,351.97
642,BTZ-Neutral-wb97xd-1642,CSc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C#N,2.85896882,-9.0617463,-0.61383039,359.14
643,BTZ-Neutral-wb97xd-1643,COc1c(SC)c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.42769032,-8.3232669,-0.67497126,377.35
644,BTZ-Neutral-wb97xd-1644,CSc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1OC(F)(F)F,2.65149257,-8.9594367,-0.45952248,334.15
645,BTZ-Neutral-wb97xd-1645,CSc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1SC,2.43694172,-8.2859892,-0.55366908,390.71
646,BTZ-Neutral-wb97xd-1646,CSc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1SC(F)(F)F,2.70697376,-8.8179447,-0.62558511,366.94
647,BTZ-Neutral-wb97xd-1647,CSc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1Br,2.54852993,-8.8065165,-0.60887817,341.54
648,BTZ-Neutral-wb97xd-1648,CSc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1N(C)C,2.32671401,-7.637847,-0.61486437,450.86
649,BTZ-Neutral-wb97xd-1649,CSc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1[N+](=O)[O-],2.80073942,-9.1885449,-0.57679758,333.92
650,BTZ-Neutral-wb97xd-1650,CSc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1S(=O)(=O)N(C)C,2.67712439,-8.6293794,-0.88862418,378.36
651,BTZ-Neutral-wb97xd-1651,CC(=O)N(c1c(C#N)c(SC(F)(F)F)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.41199015,-9.33303,-0.51157521,313.7
652,BTZ-Neutral-wb97xd-1652,CC(=O)N(c1c(C#N)c(SC(F)(F)F)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.96342801,-9.8013141,-0.54994131,305.72
653,BTZ-Neutral-wb97xd-1653,CC(=O)N(c1c(C#N)c(SC(F)(F)F)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,3.13275584,-9.7907022,-0.62757144,319.91
654,BTZ-Neutral-wb97xd-1654,COc1c(SC(F)(F)F)c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.47587923,-8.7651573,-0.63257808,351.17
655,BTZ-Neutral-wb97xd-1655,CC(=O)N(c1c(C#N)c(SC(F)(F)F)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.87001608,-9.6636315,-0.51016029,309.61
656,BTZ-Neutral-wb97xd-1656,CSc1c(SC(F)(F)F)c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.59957589,-8.541219,-0.51141195,386.37
657,BTZ-Neutral-wb97xd-1657,CC(=O)N(c1c(C#N)c(SC(F)(F)F)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.91493979,-9.7245819,-0.53611863,320.2
658,BTZ-Neutral-wb97xd-1658,CC(=O)N(c1c(C#N)c(SC(F)(F)F)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.68528739,-9.3988782,-0.45935922,321.06
659,BTZ-Neutral-wb97xd-1659,CC(=O)N(c1c(C#N)c(SC(F)(F)F)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.41498325,-7.9700811,-0.69453525,419.18
660,BTZ-Neutral-wb97xd-1660,CC(=O)N(c1c(C#N)c(SC(F)(F)F)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,3.01216112,-9.8802231,-0.51388806,316.59
661,BTZ-Neutral-wb97xd-1661,CC(=O)N(c1c(C#N)c(SC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.79377366,-9.2222853,-0.75249255,325.81
662,BTZ-Neutral-wb97xd-1662,CC(=O)N(c1c(C#N)c(N(C)C)c(C)c2nsnc12)C(F)(F)C(F)(F)F,2.22323438,-7.8245076,-0.54939711,425.6
663,BTZ-Neutral-wb97xd-1663,CC(=O)N(c1c(C#N)c(N(C)C)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.59337201,-8.4604053,-0.53421393,401.78
664,BTZ-Neutral-wb97xd-1664,CC(=O)N(c1c(C#N)c(N(C)C)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,2.70515069,-8.160279,-0.80527995,435.84
665,BTZ-Neutral-wb97xd-1665,COc1c(N(C)C)c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.36459033,-8.122185,-0.68887557,402.97
666,BTZ-Neutral-wb97xd-1666,CC(=O)N(c1c(C#N)c(N(C)C)c(OC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.44407074,-8.0808258,-0.50104494,414.25
667,BTZ-Neutral-wb97xd-1667,CSc1c(N(C)C)c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.41650701,-7.9956585,-0.5662401,425.28
668,BTZ-Neutral-wb97xd-1668,CC(=O)N(c1c(C#N)c(N(C)C)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.49326642,-8.0944308,-0.5765799,426.79
669,BTZ-Neutral-wb97xd-1669,CC(=O)N(c1c(C#N)c(N(C)C)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.45857367,-8.2302087,-0.54839034,400.68
670,BTZ-Neutral-wb97xd-1670,CC(=O)N(c1c(C#N)c(N(C)C)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.27324636,-7.3537746,-0.60063354,487.49
671,BTZ-Neutral-wb97xd-1671,CC(=O)N(c1c(C#N)c(N(C)C)c([N+](=O)[O-])c2nsnc12)C(F)(F)C(F)(F)F,2.70876962,-8.2849008,-0.66204651,433.4
672,BTZ-Neutral-wb97xd-1672,CC(=O)N(c1c(C#N)c(N(C)C)c(S(=O)(=O)N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,2.53508819,-8.3142876,-0.75284628,415.7
673,BTZ-Neutral-wb97xd-1673,COc1c(C)c(C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,1.81083962,-8.5191789,-0.60849723,330.71
674,BTZ-Neutral-wb97xd-1674,COc1c(C)c(C(F)(F)F)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.07268145,-8.8685553,-0.53244528,318.72
675,BTZ-Neutral-wb97xd-1675,COc1c(C)c(C#N)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.30116382,-8.9689602,-0.63363927,326.7
676,BTZ-Neutral-wb97xd-1676,COc1c(C)c(OC)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,1.86340934,-8.1415041,-0.54988689,360.62
677,BTZ-Neutral-wb97xd-1677,COc1c(C)c(OC(F)(F)F)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.03524049,-8.8519572,-0.51949332,315.68
678,BTZ-Neutral-wb97xd-1678,COc1c(C)c(SC)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,1.86659291,-8.2576908,-0.52292178,353.56
679,BTZ-Neutral-wb97xd-1679,COc1c(C)c(SC(F)(F)F)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.05385213,-8.9216148,-0.53707098,314.95
680,BTZ-Neutral-wb97xd-1680,COc1c(C)c(Br)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.04337628,-8.7354984,-0.59146377,325.07
681,BTZ-Neutral-wb97xd-1681,COc1c(C)c(N(C)C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,1.82370995,-7.4035689,-0.6100482,427.14
682,BTZ-Neutral-wb97xd-1682,COc1c(C)c([N+](=O)[O-])c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.47215146,-9.2054151,-0.65706708,328.9
683,BTZ-Neutral-wb97xd-1683,COc1c(C)c(S(=O)(=O)N(C)C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.14829804,-9.022836,-0.98892024,310.32
684,BTZ-Neutral-wb97xd-1684,COc1c(C(F)(F)F)c(C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.15866505,-8.9444712,-0.41503413,318.85
685,BTZ-Neutral-wb97xd-1685,COc1c(C(F)(F)F)c(C(F)(F)F)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.51185085,-9.1074591,-0.45154995,329.56
686,BTZ-Neutral-wb97xd-1686,COc1c(C(F)(F)F)c(C#N)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.78305292,-9.3343905,-0.69796371,336.86
687,BTZ-Neutral-wb97xd-1687,COc1c(C(F)(F)F)c(OC)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.08998701,-8.4756429,-0.51086775,343.94
688,BTZ-Neutral-wb97xd-1688,COc1c(C(F)(F)F)c(OC(F)(F)F)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.39386829,-9.0729024,-0.42308829,322.64
689,BTZ-Neutral-wb97xd-1689,COc1c(C(F)(F)F)c(SC)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.25134231,-8.4707451,-0.50071842,374.76
690,BTZ-Neutral-wb97xd-1690,COc1c(C(F)(F)F)c(SC(F)(F)F)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.51454464,-9.3147993,-0.41400015,323.18
691,BTZ-Neutral-wb97xd-1691,COc1c(C(F)(F)F)c(Br)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.41846613,-9.0231081,-0.56795433,331.85
692,BTZ-Neutral-wb97xd-1692,COc1c(C(F)(F)F)c(N(C)C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.0975786,-8.3540142,-0.50858211,401.73
693,BTZ-Neutral-wb97xd-1693,COc1c(C(F)(F)F)c([N+](=O)[O-])c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.8058549,-9.1811982,-0.5817498,327.76
694,BTZ-Neutral-wb97xd-1694,COc1c(C(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.53397258,-8.9422944,-0.80873562,340.26
695,BTZ-Neutral-wb97xd-1695,COc1c(C#N)c(C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.24687987,-9.0511344,-0.53018685,317.03
696,BTZ-Neutral-wb97xd-1696,COc1c(C#N)c(C(F)(F)F)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.63005109,-9.4968342,-0.50711277,317.07
697,BTZ-Neutral-wb97xd-1697,COc1c(C#N)c(C#N)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.82648008,-9.4279929,-0.61230663,337.44
698,BTZ-Neutral-wb97xd-1698,COc1c(C#N)c(OC)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.18152145,-8.4519702,-0.5790288,355.23
699,BTZ-Neutral-wb97xd-1699,COc1c(C#N)c(OC(F)(F)F)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.57595761,-9.2954802,-0.57709689,320.06
700,BTZ-Neutral-wb97xd-1700,COc1c(C#N)c(SC)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.41364996,-8.4944178,-0.54885291,379.91
701,BTZ-Neutral-wb97xd-1701,COc1c(C#N)c(SC(F)(F)F)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.68471598,-9.3537096,-0.54137016,327.84
702,BTZ-Neutral-wb97xd-1702,COc1c(C#N)c(Br)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.52507491,-9.1646001,-0.59957235,329.44
703,BTZ-Neutral-wb97xd-1703,COc1c(C#N)c(N(C)C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.04421979,-7.8253239,-0.6954876,397.61
704,BTZ-Neutral-wb97xd-1704,COc1c(C#N)c([N+](=O)[O-])c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,3.13378982,-9.621456,-0.57538266,337.66
705,BTZ-Neutral-wb97xd-1705,COc1c(C#N)c(S(=O)(=O)N(C)C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.72591192,-9.3670425,-0.85363212,320.84
706,BTZ-Neutral-wb97xd-1706,COc1c(OC)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C,1.83625376,-8.5646196,-0.62378925,328.28
707,BTZ-Neutral-wb97xd-1707,COc1c(OC)c(C(F)(F)F)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.09828606,-9.0192987,-0.51171126,309.28
708,BTZ-Neutral-wb97xd-1708,COc1c(OC)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1C#N,2.27232122,-8.9980749,-0.61608882,325.21
709,BTZ-Neutral-wb97xd-1709,COc1c(OC)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1OC,1.86169511,-8.1997335,-0.62063289,357.79
710,BTZ-Neutral-wb97xd-1710,COc1c(OC)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1OC(F)(F)F,2.030642,-8.7945441,-0.47141325,315.28
711,BTZ-Neutral-wb97xd-1711,COc1c(OC)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1SC,1.97926952,-8.2209573,-0.58422591,360.82
712,BTZ-Neutral-wb97xd-1712,COc1c(OC)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1SC(F)(F)F,2.1280538,-8.92488,-0.62074173,319.55
713,BTZ-Neutral-wb97xd-1713,COc1c(OC)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1Br,1.98811277,-8.6242095,-0.48686853,328.94
714,BTZ-Neutral-wb97xd-1714,COc1c(OC)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1N(C)C,1.68972791,-7.5564891,-0.56604963,408.04
715,BTZ-Neutral-wb97xd-1715,COc1c(OC)c([N+](=O)[O-])c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.33177507,-8.9550831,-0.59785812,337.73
716,BTZ-Neutral-wb97xd-1716,COc1c(OC)c(S(=O)(=O)N(C)C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.15501891,-8.8563108,-0.87719598,320.53
717,BTZ-Neutral-wb97xd-1717,COc1c(OC(F)(F)F)c(C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.05099508,-8.903112,-0.54384627,314.93
718,BTZ-Neutral-wb97xd-1718,COc1c(OC(F)(F)F)c(C(F)(F)F)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.4562064,-9.3773823,-0.47957625,305.48
